MD,k,phi,GR,AT90,RHOZ,NPHI,DTCO,PEFZ,NMRFF,NMREFF,NMRTOT
5750.2,13.1,16.4,19.095987,1787.8354,2.3908544,0.15884504,66.25255,5.588232,0.0015603555,0.0017189761,0.0017190143
5750.5,31.3,19.2,20.54489,1324.3483,2.3872538,0.16064897,66.66705,5.417686,0.0015357136,0.0017744926,0.0017746831
5750.8,18.6,15.8,22.922777,1058.5032,2.3956838,0.16289386,65.34521,5.460486,0.0013689729,0.0016420647,0.0017305409
5751.4,4.31,9.1,29.722876,1181.1954,2.4182203,0.1740908,66.35907,5.4868917,0.0014746459,0.0017069728,0.0018019752
5751.7,94.5,16.1,29.094828,524.3118,2.4271379,0.17025247,66.389565,5.429612,0.0012874514,0.0014957237,0.0015361191
5752.0,8.64,13.9,29.483213,904.95386,2.4128706,0.16045812,66.16528,5.4590683,0.0012756708,0.0014587512,0.0014622089
5752.3,9.2,12.6,35.90658,585.74146,2.3806999,0.15137218,67.898254,5.5455103,0.001443971,0.0017618432,0.0017825145
5754.9,43.3,15.5,30.83426,238.88103,2.52455,0.13347816,61.088898,4.3406067,0.00090334937,0.001131276,0.0011585539
5755.2,5.13,13.3,29.434122,310.78964,2.5791473,0.086776815,58.430378,3.7696104,0.0006235448,0.0008848458,0.00093219633
5757.4,36.5,16.5,19.963987,375.61932,2.470597,0.13472685,63.162712,4.722562,0.001195077,0.0014319296,0.0014470576
5757.7,8.17,12.1,21.971292,713.5275,2.4847548,0.15236953,63.45898,4.6277475,0.0013040806,0.0014735794,0.0014745176
5758.0,201.0,15.4,19.210114,407.8809,2.5198307,0.11561114,62.40015,4.386757,0.0007676355,0.0009959326,0.0011782644
5758.25,19.3,13.6,20.594934,209.53433,2.5830617,0.07646624,58.67838,4.648122,0.0004450348,0.00073305995,0.0009888067
5758.75,3.97,13.1,25.669456,64.835434,2.672079,0.066843726,55.01712,4.870309,0.0003126491,0.000496145,0.0004994996
5758.85,1.03,10.1,22.788475,92.372665,2.6858964,0.07164857,54.6995,4.841199,0.0003126491,0.000496145,0.0004994996
5762.35,4.57,16.2,28.154078,35.294758,2.6625621,0.0800301,54.805466,4.636618,0.0004849035,0.0006619162,0.00083901355
5762.9,5.1,11.0,29.108526,52.292694,2.6526053,0.08494482,55.89459,4.767064,0.00068094017,0.0011159779,0.0012371286
5764.2,18.3,18.3,64.66842,16.78144,2.6485116,0.05496757,56.82821,5.1254544,0.0001139247,0.00033677035,0.00062407024
5764.4,15.3,17.3,64.61823,19.568573,2.6588762,0.0680727,56.65688,5.1037607,0.00041409806,0.00062750606,0.00093318726
5764.7,14.3,14.3,58.77211,30.987713,2.62964,0.11890899,58.28504,4.894025,0.0008314079,0.0010085469,0.0010951766
5765.0,19.8,17.1,41.794903,83.03562,2.5477579,0.16400293,59.126305,4.6269603,0.00082080223,0.0009212017,0.0009501473
5765.1,24.7,17.7,39.76308,86.06394,2.5679984,0.13883221,57.09953,4.6865516,0.00075712823,0.00083525,0.0008352883
5765.9,107.0,14.3,44.869064,132.69145,2.541557,0.090318464,57.18847,5.7760253,0.0008694812,0.0009317986,0.0011129926
5766.2,28.9,14.5,42.9446,266.53195,2.5901272,0.07946847,58.48845,5.5141993,0.001358991,0.0016191783,0.0016912372
5766.85,259.0,6.9,21.66297,509.62268,2.4175403,0.14904062,67.16198,5.3340273,0.0015383105,0.0019490705,0.0019491088
5771.05,18.1,17.9,72.502945,10.495197,2.5679464,0.1089921,60.972805,3.9171283,0.0007387183,0.0008545557,0.001020598
5771.35,69.0,15.1,97.51611,7.7542777,2.523666,0.11399311,63.069,3.775608,0.00085187773,0.0011607689,0.0013195605
5771.7,209.0,16.0,96.14335,7.4473286,2.5338762,0.13943961,62.971947,3.8340175,0.0008958198,0.0011464927,0.0012880123
5771.95,1013.0,14.5,57.44627,17.220016,2.5422134,0.14980361,60.066563,4.186291,0.00090097165,0.0011802503,0.001288514
5772.3,112.0,17.1,59.435776,12.762499,2.507755,0.11498271,63.157124,4.141246,0.00090034254,0.0011464984,0.0012236587
5772.8,59.2,13.7,66.87595,18.261648,2.4363458,0.18445587,64.89215,4.1509576,0.0013106744,0.0014882494,0.001488595
5773.1,110.0,21.8,22.699371,24.404514,2.3735836,0.17880157,68.34592,4.9219065,0.0015931049,0.0018162141,0.0018162521
5773.7,35.1,25.0,29.158632,45.524258,2.3791804,0.1840188,68.91621,5.520103,0.0013818821,0.0015211642,0.0015212023
5773.8,26.1,23.9,30.382593,45.976578,2.403353,0.16357481,66.85042,5.478941,0.0014422773,0.001544787,0.0015448559
5774.6,34.5,24.3,43.874588,135.9922,2.4051867,0.13233739,65.23198,5.439338,0.0012033443,0.0014263904,0.0015045865
5774.7,2.53,18.6,46.8378,133.56508,2.408189,0.13657379,65.05748,5.4575043,0.0012494503,0.0014394345,0.0015215769
5775.55,56.9,22.3,49.120148,142.6647,2.3974125,0.1665147,64.812256,5.278568,0.001829425,0.0019686949,0.0019687607
5775.85,10.5,15.2,45.946636,102.52717,2.360886,0.19627118,68.72681,5.2804875,0.0019368182,0.0021305995,0.00214524
5776.15,2.29,13.0,54.20898,71.005646,2.3025553,0.21327287,73.100815,5.33302,0.0020229616,0.0022355109,0.002235549
5776.75,1.39,12.2,44.011795,50.578785,2.2813199,0.23328279,73.00828,5.1924806,0.0019335289,0.0021661003,0.0021661385
5779.3,4.78,20.6,52.85905,16.452795,2.5888112,0.124750294,56.894974,4.1619754,0.0006841585,0.0012342385,0.001274585
5780.85,1.88,12.6,77.04525,56.80507,2.613911,0.103845686,56.018074,4.4629307,0.0005556346,0.0009526525,0.0009927637
5781.15,31.8,17.3,69.6105,33.88723,2.5776186,0.13630643,54.62782,4.3250675,0.0008245383,0.0011257853,0.0011260473
5781.4,3.54,15.0,25.79927,20.34665,2.4827173,0.15508613,61.425247,4.190493,0.001237257,0.0015311259,0.001531164
5781.75,1.32,14.4,13.204628,20.54157,2.4335344,0.15509833,67.40939,4.0762954,0.001169909,0.0015212356,0.0015339702
5782.4,19.2,21.8,16.548649,11.766646,2.4855373,0.08937829,64.48377,4.132158,0.0012227426,0.0014128324,0.0014128706
5782.65,1.95,14.5,20.608727,8.845554,2.4674149,0.091591306,66.214554,4.346123,0.0012048627,0.0014279076,0.0014280229
5782.95,8.17,19.9,20.927185,6.8617926,2.4650362,0.10900977,65.94079,4.434737,0.001164081,0.0013086259,0.0013086642
5783.3,2.98,17.9,20.116724,4.937934,2.479516,0.12381924,65.57563,4.589907,0.0012233213,0.0013172424,0.0013419343
5783.6,9.02,17.7,19.440842,4.74693,2.4881837,0.13555433,64.63172,4.402197,0.0011307681,0.0013412074,0.0013553787
5783.85,3.72,16.2,18.34094,3.9872317,2.4416866,0.21290599,65.718575,4.524529,0.0012931392,0.0015540941,0.0016900675
5784.2,2.06,14.5,17.977026,3.7955384,2.4478905,0.16081862,66.380295,4.6776686,0.001087354,0.0013796316,0.0015395487
5784.45,2.58,14.2,18.405664,3.4288778,2.4789276,0.09492626,62.805103,4.467949,0.0008437136,0.0009733773,0.0009734155
5786.6,17.0,19.4,19.754608,1.5604244,2.4137247,0.21316545,67.889824,4.662296,0.0013704309,0.0016740647,0.0016831085
5786.95,9.95,16.3,20.299995,2.2758946,2.4862134,0.17877732,64.11293,4.869623,0.0010591354,0.001325644,0.0013840955
5788.95,9.04,17.5,30.04265,2.5192342,2.4627886,0.13585606,66.131096,4.570724,0.001023544,0.0012805848,0.0015166939
5789.65,19.0,17.1,24.62835,2.0787625,2.4291773,0.17893545,66.50082,5.0844593,0.0013007419,0.0016416967,0.0017567456
5790.4,34.4,13.2,23.859613,3.7501705,2.5076342,0.13474625,64.538475,4.8280363,0.0009350279,0.0010473466,0.0012050514
5790.75,1.18,10.7,17.382889,11.456537,2.518407,0.056969486,62.832005,4.069417,0.0012559539,0.0013888961,0.0017438227
5791.95,11.0,14.3,18.099752,3.9883878,2.4931908,0.19856742,63.32038,3.8958669,0.0009286281,0.0012172393,0.0012173803
5792.25,5.71,13.3,19.401785,5.7883463,2.5407686,0.13191679,60.699764,3.7590523,0.00072121667,0.0010308434,0.0011159409
5792.55,31.8,17.0,18.440262,6.657595,2.5443983,0.14982046,60.09124,4.1811233,0.0008556281,0.0011981163,0.0013992813
5792.75,45.9,18.3,17.559164,6.3064036,2.521194,0.1526038,60.161106,4.3348618,0.00097534875,0.0013087391,0.0014841363
5793.05,9.6,15.3,20.085897,5.413859,2.4877913,0.14328814,61.523014,4.714213,0.0010586695,0.0013655232,0.0015509848
5793.3,24.2,14.3,19.0168,5.3510733,2.4891095,0.11234275,62.916393,4.976302,0.0011396095,0.0014380127,0.0015995516
5794.85,15.4,18.5,19.66658,3.0097039,2.4748785,0.14175595,63.389927,5.481481,0.0011113486,0.0013264336,0.0013266158
5795.15,19.8,19.1,20.78023,3.0465655,2.4633849,0.13972974,64.73652,5.3353586,0.0012224256,0.0014803713,0.0014804096
